observationId,dancerId,siteNo,hiveNo,sampY,sampM,sampD,sampT,waggleDuration,waggleLength,waggleOrientation,waggleDirection,pollenColor,pollenAbundance
1716,15997,6,20,2019,5,20,12,2.513,,-1.396266667,3.984974146,,
897,73465,1,8,2019,4,30,12,1.4,,-0.015146277,2.788480997,,
1718,58463,6,20,2019,5,20,12,1.41,,-5.794506667,8.327036858,,
1150,24554,1,8,2019,7,11,12,1.92,,3.128208438,-0.710253656,,
1720,98263,6,20,2019,5,20,12,1.445,,-0.5236,3.020601034,,
899,28869,1,8,2019,4,30,12,1.4,,-2.854219828,5.509399414,,
1722,38179,6,20,2019,5,20,12,1.338,,-0.15708,2.628423452,,
1032,98448,1,8,2019,7,10,13,2.2,,-3.048528506,6.067703724,,
1724,93234,6,20,2019,5,20,12,1.643,,-4.625133333,7.047635078,,
901,41647,1,8,2019,4,30,12,1.52,,0.006477416,2.648702145,,
1726,71418,6,20,2019,5,20,12,2.703,,-4.03172,6.430997849,,
1152,73886,1,8,2019,7,11,12,2,,2.914115632,-0.47974503,,
1728,26731,6,20,2019,5,20,12,2.613,,-1.88496,4.629283428,,
903,25719,1,8,2019,4,30,12,1.6,,-0.011728204,2.672659159,,
1730,63425,6,20,2019,5,20,13,0.72,,-4.223706667,7.013027668,,
1084,12931,1,8,2019,7,11,12,1.22,,1.962679684,0.342511624,,
1732,56177,6,20,2019,5,20,13,3.058,,-1.029746667,4.099285603,,
905,15632,1,8,2019,4,30,12,1.53,,-0.0061194,2.779454231,,
1734,74787,6,20,2019,5,20,13,0.825,,-2.862346667,5.893883705,,
1154,56773,1,8,2019,7,11,12,1.1,,2.562917287,-0.123017214,,
1736,74284,6,20,2019,5,20,13,3.545,,-1.117013333,4.098330975,,
907,31913,1,8,2019,4,30,12,0.7,,-2.587129954,5.318382263,,
1738,74758,6,20,2019,5,20,13,1.703,,-4.13644,7.056001186,,
1050,53776,1,8,2019,7,10,14,2.43,,-2.216543003,5.559955597,,
1740,52184,6,20,2019,5,20,13,2.25,,-1.850053333,4.745305538,,
909,72126,1,8,2019,4,30,12,0.82,,-0.134843669,2.872061491,,
1742,48868,6,20,2019,5,20,13,1.87,,-2.234026667,5.093305111,,
1156,61123,1,8,2019,7,11,12,1.53,,-1.574197061,4.025242805,,
1744,93437,6,20,2019,5,20,13,1.893,,-1.012293333,3.824619293,,
911,83566,1,8,2019,4,30,12,1.36,,-0.002352821,2.763587952,,
1746,45752,6,20,2019,5,20,13,0.675,,-4.206253333,7.288505554,,
1086,36651,1,8,2019,7,11,12,1.16,,2.445925241,-0.126118153,,
1748,37134,6,20,2019,6,7,12,2.828,,-2.076946667,4.394611359,,
913,56854,1,8,2019,4,30,12,1.5,,-0.008186631,2.7039814,,
1750,58464,6,20,2019,6,7,12,2.618,,-4.782213333,7.197881699,,
1158,11336,1,8,2019,7,11,12,1.32,,2.542430677,-0.129890665,,
1752,32575,6,20,2019,6,7,12,0.833,,-4.049173333,6.501186848,,
915,62642,1,8,2019,4,30,13,2.1,,-0.008481349,3.672899961,,
1754,81413,6,20,2019,6,7,12,0.538,,-3.6652,6.126606464,,
1024,76372,1,8,2019,7,10,13,1.45,,-0.036917394,3.063792944,,
1756,54559,6,20,2019,6,7,12,1.243,,-4.066626667,6.607759476,,
917,68219,1,8,2019,4,30,13,0.78,,-2.787778318,6.667939186,,
1758,79919,6,20,2019,6,7,12,1.75,,-4.101533333,6.719331264,,
1160,79187,1,8,2019,7,11,12,1,,1.922199641,0.188734308,,
1760,28682,6,20,2019,6,7,13,1.258,,-3.525573333,6.46751976,,
919,74375,1,8,2019,4,30,13,1.47,,-1.65475529,5.530014038,,
1762,36759,6,20,2019,6,7,13,0.843,,-3.944453333,6.915081978,,
1088,68832,1,8,2019,7,11,12,1.21,,2.11140287,0.21827741,,
1764,11373,6,20,2019,6,7,13,2.905,,-1.0472,4.149518967,,
921,92557,1,8,2019,4,30,13,1.41,,-1.201423134,5.056897163,,
1766,92268,6,20,2019,7,16,12,0.704999983,,3.643204437,-0.863306522,,
1162,49994,1,8,2019,7,11,12,1.3,,2.223177503,-0.213725448,,
1768,19972,6,20,2019,7,16,12,0.314999998,,5.828889733,-3.036722898,,
923,33578,1,8,2019,4,30,13,0.82,,-3.094262619,6.939736843,,
1770,63896,6,20,2019,7,16,12,0.307500005,,2.650114133,0.230552599,,
